x,y,z
252,5,984
251,16,1034
144,6,1019
256,24,1050
286,6,1016
174,7,1006
214,4,978
254,25,1080
76,4,1045
130,0,987
259,1,1023
238,3,1029
201,6,993
191,0,1051
282,4,1037
144,2,968
242,1,1104
285,14,995
206,7,995
277,3,1038
103,0,974
225,10,1004
177,9,983
155,1,998
167,1,967
243,11,998
199,2,962
154,1,961
257,2,1026
109,3,984
96,4,988
297,18,1048
219,0,1051
281,4,1082
153,2,1048
166,0,998
108,4,966
169,4,1010
223,4,1039
135,0,1059
209,8,1008
74,5,1020
141,3,965
126,3,1015
166,0,965
123,3,1017
137,4,1032
160,6,993
238,0,1090
231,3,1035
243,4,1039
253,24,1080
240,6,998
273,1,1000
93,6,1008
104,6,1046
117,4,1041
71,2,1022
136,6,1000
126,2,1015
121,0,988
297,0,1022
155,0,988
188,2,981
160,1,997
248,16,1051
145,0,1054
204,8,1014
211,1,1042
164,10,1011
227,1,1063
180,3,987
262,7,1052
60,0,1138
108,1,1026
158,0,1006
99,0,1016
165,7,969
167,5,990
255,3,1035
133,1,999
236,5,1022
195,5,956
221,2,1067
102,6,1048
216,7,980
210,5,972
240,5,999
294,5,1031
199,1,1020
181,3,1046
233,0,1091
161,3,1036
179,0,1068
243,3,1039
175,4,961
241,2,1033
166,1,1032
40,81,1082
178,1,1029
209,15,967
276,3,1039
232,20,1113
221,7,978
108,5,1035
100,7,1007
138,2,1020
250,12,997
251,5,1026
231,2,979
120,1,1072
279,0,1112
187,8,1022
102,4,1026
67,4,1033
205,2,994
93,2,1021
179,9,1001
111,3,965
245,2,1025
212,8,982
168,1,971
188,6,986
195,9,988
295,6,1032
148,3,1026
219,1,994
159,0,968
185,1,1043
155,1,987
90,0,981
210,2,1002
296,2,1033
123,3,1007
288,1,1086
291,4,1035
33,0,1054
252,1,1072
69,3,1019
163,3,975
278,0,1009
180,12,1026
214,0,1029
254,0,1043
95,5,993
277,2,982
170,5,1011
240,9,1003
246,1,987
181,0,1023
145,1,985
121,0,1006
189,1,1006
187,3,1000
250,5,1007
194,10,975
68,1,1031
108,2,1022
105,2,1009
129,1,1095
253,9,1057
118,6,1029
221,10,1008
181,2,985
124,6,1028
180,4,973
255,0,1117
189,0,968
158,7,1017
79,0,1007
82,9,1024
255,10,1056
251,5,1001
190,0,997
289,2,1016
142,0,1012
191,3,987
246,19,1080
158,7,997
120,3,1032
252,4,1027
294,0,1015
174,6,940
136,1,1058
124,2,981
26,7,1007
197,0,948
119,1,1017
184,5,1025
290,3,1061
253,2,1044
298,4,1051
101,1,995
242,0,1037
151,0,955
280,4,987
187,5,1022
105,0,1155
236,8,1080
230,5,1044
232,3,1041
155,0,970
185,2,980
243,9,1084
186,8,980
212,6,994
98,3,1008
214,5,971
231,8,1005
140,0,1089
293,1,1026
174,2,992
82,2,991
110,5,1033
204,4,996
86,2,994
99,4,988
182,11,1001
224,1,1039
213,2,1011
157,0,993
55,4,1010
150,6,971
159,13,1037
249,13,997
197,6,973
253,19,999
171,0,956
165,5,935
215,0,1096
244,2,1033
215,2,997
242,21,999
299,3,999
87,5,1051
182,3,983
167,0,1000
255,5,1001
127,3,928
244,3,955
183,5,1003
185,0,946
139,1,1011
254,8,986
222,6,1033
225,0,985
153,0,970
219,10,1007
42,0,1039
152,10,978
227,2,967
251,19,1052
122,3,996
143,4,982
164,2,972
109,1,1005
282,4,1001
117,1,994
238,8,973
144,0,1001
136,2,1055
289,0,1035
101,3,1050
247,2,1041
295,4,980
129,1,1096
289,3,995
73,1,1052
257,0,1039
255,6,1004
221,2,1008
94,4,1033
198,6,983
137,2,1011
143,1,953
175,12,1029
93,2,1054
130,13,1014
136,5,1022
210,3,1003
190,1,1026
257,10,1005
183,3,989
162,3,992
172,3,964
225,5,989
249,14,999
290,0,1088
294,36,1015
243,3,1009
117,1,1101
191,3,990
131,5,1033
290,2,1053
151,0,995
146,2,996
200,7,997
191,2,1003
197,10,1019
125,3,977
179,1,1071
167,8,972
186,6,981
249,10,1036
184,3,1016
75,2,989
286,3,1035
250,24,1047
180,0,973
211,4,979
286,3,1032
246,6,1056
88,4,1037
188,4,1000
94,1,1012
184,3,1027
34,0,1044
57,3,1011
190,0,968
117,7,1058
141,1,989
245,7,1026
219,2,1036
115,3,996
277,2,1054
197,8,962
131,5,1026
156,2,1001
177,1,1036
242,3,1031
87,2,1061
132,0,1082
168,0,1053
83,1,1027
205,0,981
113,9,1040
231,1,980
239,13,1085
193,0,1029
202,3,1015
261,6,1003
182,3,948
110,5,1001
220,1,992
134,1,988
130,2,977
149,1,942
237,2,1017
165,1,1014
286,1,1023
163,2,1014
195,0,1003
158,2,1048
136,6,988
189,1,960
204,4,1017
94,0,1051
166,2,1007
243,7,1002
154,1,970
68,0,989
236,12,1055
89,3,1035
143,4,1019
235,9,1002
183,3,1032
81,1,1044
173,2,975
271,1,1115
151,3,1022
88,13,1047
249,2,1011
53,0,1040
181,2,961
148,2,972
58,2,969
282,0,1069
165,3,993
101,3,1007
71,1,1030
213,0,1012
116,2,1020
147,1,991
143,1,961
228,5,1036
168,5,991
101,1,992
205,1,1023
218,3,1020
274,8,1056
248,18,1052
169,2,945
119,4,1145
261,2,1057
65,0,1050
105,2,991
249,9,1055
251,6,1035
209,7,1013
114,4,1059
178,6,997
243,4,1062
223,0,971
233,10,1086
117,1,1028
226,2,1010
148,10,1015
242,6,1005
223,3,1005
185,0,975
153,5,1044
98,0,1098
291,3,1073
100,1,959
230,3,976
47,0,1166
157,0,979
226,7,1005
292,10,1053
231,0,1049
237,1,999
169,3,979
61,28,1040
170,0,1061
190,1,1023
253,0,1011
63,2,1017
238,13,983
236,3,1075
55,0,1057
202,2,994
284,9,1034
71,3,1024
73,2,990
168,11,1031
248,17,979
151,2,1048
222,1,1007
161,6,1079
201,1,1027
96,3,977
113,8,995
221,3,980
191,4,993
130,3,1038
71,6,1023
127,4,993
277,6,1040
191,9,997
250,1,1089
118,2,994
275,1,1003
169,0,982
219,12,985
240,7,1057
137,4,1010
232,3,1043
279,1,1039
180,1,1034
89,6,1011
292,11,1054
86,1,1036
227,1,1065
215,12,977
161,13,992
290,3,1018
162,4,978
96,0,1047
251,13,1018
244,3,1005
249,5,962
194,1,930
168,7,1011
143,8,1005
246,2,1013
269,0,1073
176,3,956
77,4,986
220,4,977
103,2,1026
275,1,1044
151,0,952
137,1,1034
195,4,998
272,1,1038
176,11,984
195,0,1019
145,4,1029
204,1,964
175,6,995
147,4,934
76,6,1055
192,6,1060
160,3,994
170,13,1028
209,1,1021
113,3,1020
232,10,975
103,4,1069
236,2,1073
243,2,1029
291,2,1077
290,2,1082
218,2,1031
266,6,1038
106,3,1065
88,3,951
149,5,1001
283,11,1053
214,0,1012
251,0,976
206,2,1017
159,3,1016
141,4,1050
254,4,1040
257,33,1078
177,11,1027
128,1,964
196,1,999
132,0,1021
143,0,997
104,0,993
122,2,1057
232,4,1045
299,2,1036
146,3,987
246,19,1052
193,9,1056
194,0,1010
292,3,1000
199,2,977
186,1,972
299,15,996
245,5,1037
180,7,995
72,7,995
169,3,969
40,2,1038
141,3,1063
230,1,1003
236,0,1047
166,6,991
179,1,967
214,0,1053
189,0,992
286,0,987
147,1,1070
199,0,1020
107,3,1051
94,1,1022
283,0,1006
248,18,978
173,4,1030
293,14,996
88,0,961
110,3,1042
78,1,1009
149,2,994
214,13,967
258,0,1001
90,1,946
229,0,994
69,4,1011
179,6,1025
0,4,1235
76,1,954
151,1,982
199,9,1015
120,1,1063
198,1,1007
256,21,1070
246,0,1017
64,6,1003
153,1,983
118,4,1008
190,1,994
220,4,982
188,4,970
150,13,1022
74,2,1004
56,7,1042
86,5,981
115,3,998
199,2,976
200,3,933
113,4,1002
163,2,992
111,1,1150
221,4,987
156,1,984
155,3,1000
56,0,1026
233,14,1083
71,0,1030
187,1,1001
280,5,998
160,0,933
107,1,1047
68,1,962
245,13,996
92,7,1011
171,3,989
154,1,972
102,8,1038
95,0,1192
121,1,1027
103,7,999
147,4,986
291,4,970
289,15,1033
152,4,1008
172,0,967
188,11,994
113,3,998
251,10,1055
186,2,981
249,7,1001
143,3,952
281,9,1055
186,0,1066
103,0,1081
179,2,992
231,3,1038
251,0,977
291,7,1035
262,1,1040
75,1,1023
214,6,1010
62,1,1030
88,1,1000
242,2,1029
222,3,1035
81,10,1016
106,5,998
175,0,1036
248,2,1028
165,1,951
158,1,958
161,1,1010
197,7,987
212,2,1028
155,7,1039
134,10,924
225,7,1011
106,1,1026
282,14,1054
291,3,1051
228,7,1043
206,0,1054
231,5,1036
295,1,1043
96,2,1031
62,1,1037
156,0,973
193,3,1000
179,5,971
229,1,1063
185,2,996
239,3,1045
37,0,1113
239,4,1029
95,2,1016
251,1,1026
190,2,1039
283,2,1037
226,10,1006
229,2,1031
127,7,993
148,0,1021
225,10,1036
18,25,1043
122,5,1018
270,9,1080
136,4,1053
228,1,978
50,8,1030
89,4,1038
194,3,979
139,3,1090
172,3,989
214,0,1059
246,1,1039
127,4,1014
206,1,952
200,5,1017
160,4,986
116,2,1003
108,0,1075
291,3,1026
156,8,1011
149,4,1048
157,2,996
226,4,997
180,7,1022
78,5,1045
111,1,954
172,1,994
233,13,999
221,4,1048
78,0,945
234,2,1064
152,1,988
264,0,1052
298,5,981
124,5,1015
65,5,992
268,4,1040
92,1,1016
138,8,1007
220,2,1063
115,3,976
294,4,1052
154,2,1022
247,16,999
256,1,999
144,3,995
252,5,1026
278,19,1051
56,2,1046
107,4,960
147,0,1025
236,6,989
171,1,1010
174,9,1061
75,2,1005
268,2,1025
111,4,1023
290,2,1022
225,0,1035
149,5,1000
196,7,976
163,5,1007
167,3,950
171,1,991
158,1,1046
158,4,983
294,5,1021
252,0,1000
181,1,968
159,2,1010
244,0,980
222,0,1020
252,5,1008
246,9,1037
225,3,1045
148,10,1047
159,0,1066
36,1,1054
280,4,1001
150,1,1014
143,1,968
268,1,1115
193,7,959
243,0,1116
207,0,991
282,10,1035
156,5,1043
136,5,954
156,0,1007
277,12,1054
131,0,1000
179,3,961
74,0,1130
83,2,987
48,0,1044
250,13,997
154,0,932
164,8,1036
170,1,990
140,1,955
227,1,1004
145,1,962
174,0,980
241,1,1036
298,2,1034
62,0,1038
200,3,974
142,2,1054
206,5,1017
240,14,1000
39,2,1034
241,14,1002
179,2,960
93,0,1039
158,6,998
242,2,1059
216,0,1039
297,8,1044
143,1,1023
240,10,1056
61,0,1028
236,2,1023
187,7,1024
19,0,1062
149,3,966
35,5,1038
238,7,1001
172,5,996
158,12,973
164,6,1040
246,2,1061
79,3,1044
296,4,1028
60,2,1037
177,2,927
114,5,1005
97,57,1060
176,2,970
112,4,995
82,0,1026
262,0,1060
187,7,1019
297,6,1029
120,3,1016
209,1,982
207,13,998
151,1,966
238,5,1082
62,0,1024
216,7,1036
199,6,1078
244,10,1024
69,0,1002
252,3,1062
167,1,1008
128,5,1056
174,3,1011
288,1,1037
183,1,960
251,0,1029
209,4,1016
291,8,1054
252,1,1047
143,4,1015
198,4,976
138,1,920
174,0,992
187,6,980
156,1,981
298,3,981
164,4,971
137,7,1008
193,5,1001
184,2,1021
247,0,971
247,7,1083
290,8,1021
181,1,985
247,2,1002
226,4,979
126,0,988
298,4,1035
159,1,1011
230,1,1052
182,1,969
229,1,1003
283,2,1080
207,4,981
32,1,1056
244,16,1000
251,1,991
216,15,985
141,5,1029
241,1,1033
220,2,1010
114,6,1020
107,0,1021
124,1,1001
294,1,1053
160,7,994
167,1,1004
261,5,1027
161,6,1008
238,1,1034
166,1,971
294,3,998
290,1,1020
251,5,1030
170,5,970
232,1,1042
68,1,1022
68,2,1033
222,4,1064
135,14,1011
230,2,1014
137,0,923
138,3,985
100,5,969
236,3,1045
169,1,948
98,4,1006
197,1,1022
165,1,969
209,0,1013
101,0,1014
162,3,1062
113,3,1021
149,8,981
194,2,957
174,3,1001
121,99,1071
233,5,1022
172,4,963
92,32,1079
231,2,1019
234,7,1005
86,5,1027
185,1,1011
173,9,1028
171,5,965
137,1,1092
146,4,1003
207,3,995
152,0,979
259,8,1027
79,7,1019
171,0,1045
6,1,1044
122,1,988
289,2,1029
158,4,959
221,9,1007
152,11,1042
188,2,1029
249,9,1003
238,0,1056
196,14,1017
234,5,1059
269,2,1014
190,0,962
160,10,995
63,0,1035
166,8,1004
128,3,998
162,4,994
166,2,952
257,7,1002
282,3,1030
215,0,1016
270,2,1004
248,3,986
210,8,1067
247,1,1059
225,1,1054
245,8,1060
151,1,1101
207,11,1015
179,4,1006
252,3,1058
273,2,1047
283,5,996
155,4,977
165,8,990
178,0,1035
82,0,1002
226,0,1029
272,5,1083
164,8,992
102,19,1068
260,2,1060
239,11,1084
90,1,982
219,0,1001
159,0,930
193,3,999
273,5,1042
187,1,1052
244,0,997
84,1,1038
234,5,1032
76,1,988
200,8,951
271,1,1039
131,0,1021
97,6,1041
156,5,998
222,0,1006
231,0,1119
103,0,1059
190,6,980
227,3,1039
157,79,1020
113,8,997
83,38,1059
236,2,1057
134,1,936
219,5,965
120,3,1059
275,1,1056
149,0,988
228,7,915
250,12,1038
205,5,1018
129,5,994
33,1,1035
164,6,976
219,4,980
236,4,998
253,0,1089
123,2,1144
209,0,1088
101,1,998
230,6,1051
226,11,1043
75,5,1022
181,1,987
210,2,996
250,18,1051
286,8,1035
177,6,1065
125,4,1015
117,5,1028
248,6,1000
276,4,1009
290,1,1021
118,1,1145
207,0,971
202,2,967
152,4,983
184,0,1004
167,3,981
93,24,1077
249,2,999
180,4,932
209,2,1070
278,1,1113
287,0,1006
116,4,987
280,1,1063
97,0,1045
201,12,1016
205,3,1033
77,50,1069
97,2,953
70,3,990
163,4,991
91,0,1053
113,8,1022
200,0,993
167,1,1009
150,5,971
221,2,1009
198,9,993
261,4,1057
218,5,1028
120,2,1004
155,5,980
218,1,1010
239,4,1040
203,1,1037
87,3,1015
168,2,1002
145,2,1019
201,0,1000
162,0,983
139,2,992
134,4,990
89,0,986
113,4,997
211,0,1053
168,10,1001
191,3,961
122,1,996
200,8,985
237,1,995
208,10,969
229,14,1056
129,3,1140
177,0,1034
283,2,1012
212,1,1023
182,5,1021
189,0,1064
250,23,1050
128,0,990
85,4,1052
187,0,1004
211,8,970
227,1,979
156,0,1020
146,8,1044
80,1,1018
89,5,978
252,5,1040
250,4,989
238,7,1008
282,5,1029
170,7,1009
111,8,1042
289,1,982
171,4,1034
68,7,992
251,5,1058
131,4,1026
274,1,1032
247,8,990
295,5,1020
128,4,1013
237,0,1054
84,3,966
282,4,1040
255,2,1004
163,2,978
114,9,1032
103,3,1066
185,4,1030
81,1,994
214,0,989
247,3,1009
184,2,1070
203,0,976
130,4,991
291,3,1036
222,9,967
254,0,1086
190,1,977
233,4,972
224,4,1007
208,3,1003
211,1,1011
174,10,962
104,2,1010
279,0,1015
150,0,961
184,4,1051
228,2,980
173,2,1013
211,12,1006
249,11,1082
65,3,1001
198,3,1053
83,5,1014
202,15,1014
155,5,997
169,3,934
190,6,981
144,2,1030
160,2,961
165,0,1078
160,0,964
236,9,1027
202,0,959
30,3,1039
135,1,1035
120,3,992
145,5,982
14,0,1095
89,41,1059
216,1,1030
248,4,1000
148,3,1006
274,17,1053
76,0,1056
85,2,1016
224,0,988
186,2,996
224,15,1003
188,10,977
206,5,1015
147,3,1003
160,4,997
96,13,1042
264,2,1061
39,1,1053
159,6,974
158,3,999
133,1,1022
179,0,1002
173,3,1003
180,0,980
186,1,980
232,3,964
93,3,1034
232,10,1002
168,17,1029
177,0,1027
296,1,1078
96,3,1044
228,0,1064
49,0,1030
201,9,1016
217,6,991
233,4,1023
96,1,991
142,6,1008
130,0,985
48,1,1034
215,5,983
271,7,1057
131,0,1034
216,6,1049
92,0,1000
172,1,986
26,0,1026
178,1,933
235,7,1027
82,17,1029
83,3,963
52,0,1062
155,2,980
69,3,1025
267,10,1057
164,4,956
295,3,996
293,8,1033
203,3,988
239,8,1084
141,1,1021
216,4,1010
111,1,1002
245,2,1035
149,8,983
213,5,993
173,0,1076
80,4,1025
248,8,1037
101,2,1027
103,3,968
83,0,1044
134,5,1013
138,3,1009
168,4,970
210,10,969
198,2,990
192,4,1040
224,4,1006
249,0,1042
273,2,1058
51,0,1031
180,2,953
216,3,1019
77,1,1047
166,0,1045
170,4,1009
151,8,1022
40,0,1052
152,4,1002
107,3,1022
219,3,1013
95,2,1007
237,9,1001
229,10,1005
107,0,1031
203,9,971
293,1,1020
251,22,1034
134,1,1012
290,4,1053
172,0,978
85,2,1015
40,1,1048
187,5,962
248,2,1005
173,5,999
97,3,972
233,1,1064
176,10,983
287,5,1059
84,20,1057
237,3,1055
265,1,1058
200,5,1015
246,14,1054
241,7,1038
278,2,1035
213,6,990
223,7,989
247,14,1022
118,1,962
234,4,976
88,2,1080
267,5,1039
153,1,1009
49,0,1029
159,55,1077
83,4,1026
41,0,1085
182,6,1020
299,0,1019
242,2,1060
142,1,1008
289,4,999
107,1,953
147,4,1002
41,0,1109
225,2,1072
103,0,1051
287,3,981
214,0,983
175,4,986
167,10,967
133,2,998
240,4,1041
188,6,999
197,2,1031
102,5,1046
178,4,974
95,9,1005
248,20,1032
48,0,1046
202,2,1044
168,1,972
213,16,1007
298,3,1013
239,0,1031
202,6,1010
126,2,1017
154,5,981
104,0,979
263,5,1013
184,2,926
221,3,988
160,3,987
124,2,1037
185,0,993
237,1,1083
197,1,1023
74,3,1034
223,4,1009
143,0,963
269,1,1008
102,1,1035
189,2,1014
226,6,1008
130,7,1027
246,5,1085
146,0,1045
288,0,1031
102,7,1071
123,8,994
179,0,949
272,4,1019
252,5,1003
272,1,1040
229,4,1011
108,1,1011
80,2,1018
284,0,981
136,12,1008
199,14,1014
118,0,1026
194,6,998
154,5,982
216,7,1012
262,5,1015
250,0,1007
87,4,1021
167,8,976
230,3,1031
114,7,1031
221,8,1004
112,2,1009
97,2,1041
73,10,1058
102,1,1015
181,4,1024
62,1,1014
235,0,1011
271,3,1034
67,3,990
120,5,1036
45,4,1033
225,8,1043
185,1,1016
112,0,1007
53,99,1080
167,4,989
168,1,960
198,2,991
274,6,1054
258,1,1061
155,1,953
165,1,1000
87,2,1058
278,2,1051
123,0,1005
287,11,1034
125,3,1056
237,14,1001
237,10,1003
233,1,1000
96,1,993
293,12,1033
107,1,1045
196,1,1003
114,5,1000
85,1,1050
47,1,1032
167,3,1007
67,0,1072
191,15,1019
138,1,1010
107,0,1035
135,9,1054
144,6,1003
219,3,968
152,1,978
121,5,994
227,0,1022
210,6,1014
105,1,1107
197,0,1005
239,4,1018
181,4,984
151,2,988
190,11,1019
187,7,1020
96,0,1040
75,1,1029
231,3,1091
161,1,944
258,1,1001
118,2,1020
214,3,1050
267,1,1002
179,2,941
162,0,1015
138,1,1001
209,2,986
233,3,1002
130,1,1012
204,2,1055
212,3,1012
242,2,1033
98,1,1004
210,3,1030
231,1,960
218,3,968
84,3,1037
173,2,997
270,2,1038
177,3,944
109,2,978
178,3,970
87,4,1012
221,9,1061
238,13,1025
252,1,1040
75,6,1046
214,9,1010
140,1,1032
254,0,1029
249,7,1005
291,0,994
226,4,1026
68,1,1024
73,1,1020
175,1,991
148,3,981
170,0,907
263,1,1050
208,3,995
210,3,973
194,2,1025
234,7,1055
54,0,1037
256,4,1003
171,5,970
244,3,1019
285,8,1027
149,1,1015
74,1,1022
288,2,1011
203,5,952
164,6,1016
217,4,981
238,2,1008
207,1,983
151,9,1043
259,0,1051
164,4,992
156,1,1048
110,9,997
290,0,1003
248,5,1038
294,6,1020
100,2,987
237,0,996
247,14,998
107,3,999
253,9,1056
99,3,1005
102,3,1002
246,0,1021
211,1,1038
128,5,1015
223,7,1007
270,1,1058
202,7,986
148,0,1028
173,6,1030
246,1,1023
188,4,991
225,1,1003
165,0,980
244,6,999
138,6,1049
195,4,988
245,0,1089
198,8,985
205,5,1122
165,8,989
166,2,991
115,2,996
267,0,1116
247,4,1027
289,13,1051
140,1,949
211,6,950
213,1,983
254,0,1056
260,1,1027
205,1,1031
244,1,1038
128,6,1054
289,6,1085
70,7,1021
244,10,1036
193,5,1000
78,0,971
216,3,969
288,2,997
228,6,1043
105,3,936
175,1,969
151,1,990
96,1,1074
250,2,1041
100,2,1070
218,3,1016
129,0,1013
297,20,1030
71,6,988
146,4,969
296,10,994
64,2,993
224,9,1007
237,2,983
176,1,994
242,7,1000
129,0,1025
203,4,987
217,14,986
280,9,1033
65,3,1052
233,4,1014
137,1,998
87,2,1024
99,0,971
47,3,1001
188,9,996
78,0,970
107,1,1153
236,0,1011
138,2,994
140,1,1008
165,13,1033
108,4,1044
144,2,938
103,1,1020
109,1,1012
276,1,1082
42,3,1034
43,3,1034
249,21,1019
245,14,1030
121,2,1039
285,6,1021
142,2,1006
222,1,1020
193,1,966
218,1,1036
207,4,1040
251,23,998
184,2,983
214,8,1025
130,4,1028
201,1,987
249,13,1000
235,5,1086
199,10,1015
239,2,1039
202,1,975
241,2,1008
250,10,999
281,4,1037
117,3,1019
234,4,1035
167,6,1012
247,15,1036
158,3,980
177,2,1011
137,4,1048
159,0,951
249,3,1060
119,6,995
231,12,1058
190,11,996
176,1,956
216,1,1011
265,5,1041
280,9,1035
270,5,1038
229,5,991
241,12,1062
198,1,997
213,1,985
187,4,946
205,7,977
230,4,984
52,2,1042
217,2,1008
288,1,1039
241,5,1055
107,0,1093
130,0,1016
249,12,1054
215,0,1039
167,13,1033
263,1,1040
176,15,1025
192,1,988
255,5,1058
152,4,987
88,43,1089
128,1,1005
224,7,1006
279,3,1051
246,2,1026
277,6,1023
96,5,1005
236,2,1034
219,6,1006
96,3,1032
199,4,973
158,4,941
145,0,1037
213,6,982
161,6,982
92,5,1046
188,0,1001
246,0,1083
55,5,1050
291,3,1035
256,3,981
203,1,1014
92,4,975
299,7,1019
299,0,1054
196,8,1020
233,2,1015
104,2,1108
158,2,941
150,1,966
34,0,1041
207,11,988
131,3,991
145,24,1068
94,6,1006
214,19,986
175,1,988
191,0,982
183,3,986
187,5,978
239,3,1012
136,4,954
263,7,1057
125,5,1016
76,0,1176
228,3,1047
219,0,997
227,6,987
192,0,982
149,2,948
157,8,978
251,1,1022
149,8,1041
228,8,1005
216,1,1098
232,1,1046
130,1,1022
147,3,981
217,6,947
244,7,1025
137,2,969
59,3,1047
125,3,998
207,6,1010
191,2,921
250,11,1038
235,8,994
102,2,1012
283,0,1016
195,10,1017
163,3,994
175,2,1088
221,6,1010
208,10,1011
112,0,989
142,1,1023
183,4,995
249,7,1025
168,1,995
205,6,959
299,6,980
101,4,1002
176,2,1071
168,0,1048
160,3,1021
251,2,1043
102,0,1042
191,0,1023
217,5,1011
283,10,1053
141,10,1007
80,2,1009
244,5,1024
215,1,1003
84,7,1042
224,4,1013
258,3,1042
142,10,948
179,3,950
293,0,1058
174,2,1047
226,5,987
226,3,986
134,2,992
64,5,1036
255,4,1002
288,5,983
177,5,986
206,6,1054
74,1,1027
126,6,1036
158,12,1037
202,4,988
174,2,953
139,0,1057
121,1,1099
189,7,1022
164,4,939
245,9,999
190,0,996
97,1,1064
202,0,989
219,3,1024
210,5,1065
296,13,1051
118,2,967
191,3,985
232,7,1000
284,5,1086
173,3,1001
167,0,992
164,2,1077
42,2,1033
297,1,1055
104,4,1026
206,5,1004
121,1,994
282,0,1015
138,3,1017
144,4,1050
175,4,1010
147,2,1029
163,2,986
215,0,1022
182,3,970
222,1,1023
128,1,1096
225,6,1010
159,2,1064
216,10,1007
126,0,1009
180,5,996
158,3,974
56,3,968
202,1,1054
138,0,967
119,1,1100
265,5,1002
183,4,962
8,1,1013
120,9,1030
296,7,969
214,2,1011
252,0,1046
298,1,1034
122,4,1061
87,0,1068
120,0,976
159,4,1017
96,1,1033
98,5,1004
292,8,1035
148,4,1048
223,6,1010
215,0,1027
133,1,1025
274,1,1046
84,1,1016
215,6,1034
77,6,1018
229,3,1037
255,0,1059
121,1,961
182,0,1023
51,0,1033
166,1,1044
120,5,1017
93,3,1075
198,9,986
78,1,966
72,107,1065
183,0,992
205,1,998
195,3,977
239,0,1044
252,9,1026
106,9,966
220,0,1067
176,4,986
227,1,1016
245,10,1036
168,7,991
114,2,1019
186,1,992
118,2,1018
84,9,1040
101,1,976
217,0,1041
110,3,1036
264,10,1026
225,5,990
172,0,1016
128,0,1097
281,9,1036
289,3,1037
108,9,997
159,2,1045
232,10,985
162,3,982
144,4,1003
82,1,1050
135,6,1012
247,13,1083
246,4,1084
200,2,996
247,11,1053
243,8,1003
252,1,1041
69,0,1009
163,0,1028
238,7,1000
123,2,1016
211,0,1002
241,2,1093
263,3,1012
196,2,959
120,2,1017
215,0,998
235,5,1027
200,0,972
242,4,1041
185,0,1034
255,1,975
101,0,1002
81,1,984
292,13,995
276,3,1042
111,4,1034
102,0,1157
106,3,999
161,2,1002
79,4,967
154,0,1084
137,0,1077
155,1,1081
138,1,981
164,4,1054
183,7,1012
193,0,989
201,4,998
80,1,1060
270,8,1024
148,3,1015
211,8,1009
75,1,1086
276,2,1024
201,9,974
133,0,997
132,1,1020
113,0,1006
178,6,1025
102,0,1108
226,2,1004
80,0,961
238,1,1035
250,28,1046
65,0,1059
99,4,1042
168,1,989
174,4,1028
207,11,982
105,2,1025
201,2,984
204,4,1053
131,4,1052
252,14,1024
253,0,1029
177,5,1027
101,1,1018
55,0,1011
113,3,986
188,5,999
239,1,1073
257,0,1035
217,0,1038
255,2,1075
158,2,960
93,2,1014
177,1,904
165,13,1034
106,1,1065
262,1,1088
221,7,1010
84,2,1026
165,1,966
255,0,1046
174,12,1029
220,1,1033
181,3,962
299,0,1030
25,7,1025
131,10,990
268,27,1051
197,6,975
113,0,1039
183,4,984
82,1,1039
207,2,1018
240,0,1019
176,0,999
260,0,1005
25,0,1045
157,0,983
233,7,1057
282,3,1000
295,4,998
247,0,1031
147,2,1043
122,4,993
177,0,985
115,0,984
130,2,975
193,12,955
101,5,1068
212,7,991
210,6,1015
155,3,958
74,2,1060
178,2,1032
133,3,955
137,2,999
213,11,1010
272,3,1033
69,1,1051
76,0,1033
85,1,1021
257,0,1059
283,2,1054
119,3,995
230,4,1024
168,1,973
99,6,1028
224,1,1065
67,1,995
61,9,1026
222,6,965
241,0,1089
93,0,937
72,3,1017
147,2,1018
154,1,987
206,9,982
134,7,1023
126,0,1085
274,4,1057
166,0,949
183,0,1007
192,4,998
292,13,1019
97,4,1053
45,0,1032
111,0,1180
75,3,998
70,21,1068
111,2,999
143,0,928
273,1,1084
209,0,972
118,3,1059
214,2,1001
251,1,1018
252,2,1041
186,7,993
173,5,987
72,3,1020
235,4,1002
183,3,1012
81,9,982
152,2,1000
127,0,997
230,2,1049
240,9,1026
104,2,1022
294,7,1052
67,37,1074
115,2,1009
189,4,1063
185,5,959
107,7,1024
216,9,987
210,6,1010
274,8,1038
199,7,1027
146,7,1016
131,1,1111
262,1,1095
172,0,1024
208,6,982
296,4,1044
282,24,1048
161,4,1008
208,3,952
68,0,1022
76,3,1056
187,0,920
131,2,1035
234,12,1085
241,11,1031
256,0,1017
108,1,1033
203,5,986
145,0,1015
257,3,1057
83,2,1021
161,4,1010
215,3,1048
161,3,1010
157,1,1064
215,2,963
154,1,1016
220,14,1005
265,2,1025
188,3,981
68,4,1023
267,2,1004
261,0,1073
44,2,1024
87,1,1030
204,6,1014
119,5,1025
32,7,1056
256,4,1035
71,0,1035
221,0,1029
294,0,1035
263,3,1040
94,3,1043
183,9,960
91,2,1020
184,8,1001
269,5,1056
236,3,1086
175,1,990
236,0,1045
229,11,964
212,6,995
292,2,1083
111,3,1012
225,4,1070
159,0,959
103,3,967
118,6,1019
225,5,1018
113,9,1021
164,5,958
194,2,938
173,2,1056
200,10,1016
230,14,1001
234,11,1057
230,1,1021
258,7,1026
137,0,1016
159,3,999
296,1,1037
